customer_id,age,job,marital,education,default_status,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,contact_known
16027,45,services,divorced,primary,no,242,yes,no,unknown,19,may,336,1,0,0,unknown,no,0
82078,24,blue-collar,single,secondary,no,0,yes,no,unknown,19,may,202,1,0,0,unknown,no,0
56256,34,services,divorced,secondary,no,221,yes,no,unknown,19,may,343,1,0,0,unknown,no,0
28510,26,blue-collar,single,secondary,no,-5,no,no,unknown,19,may,260,1,0,0,unknown,no,0
39255,29,management,single,tertiary,no,617,yes,no,unknown,19,may,387,1,0,0,unknown,no,0
61473,30,management,married,tertiary,no,134,yes,no,unknown,19,may,70,1,0,0,unknown,no,0
61152,61,blue-collar,married,primary,no,625,yes,no,unknown,19,may,158,2,0,0,unknown,no,0
11121,31,technician,single,tertiary,no,221,yes,no,unknown,19,may,145,3,0,0,unknown,no,0
73950,28,technician,single,tertiary,no,-31,yes,no,unknown,19,may,257,1,0,0,unknown,no,0
78674,52,entrepreneur,divorced,tertiary,no,81,yes,no,unknown,19,may,214,3,0,0,unknown,no,0
15750,30,blue-collar,single,secondary,no,16,yes,no,unknown,19,may,127,5,0,0,unknown,no,0
44562,38,management,single,tertiary,no,889,no,no,unknown,19,may,197,4,0,0,unknown,no,0
97720,38,entrepreneur,married,secondary,no,680,yes,no,unknown,19,may,144,2,0,0,unknown,no,0
54683,54,retired,divorced,primary,no,477,yes,no,unknown,19,may,335,4,0,0,unknown,no,0
95674,27,blue-collar,married,secondary,no,72,yes,no,unknown,19,may,105,1,0,0,unknown,no,0
60008,27,technician,married,secondary,no,512,yes,no,unknown,19,may,128,1,0,0,unknown,no,0
74985,25,blue-collar,married,secondary,no,300,yes,yes,unknown,19,may,126,3,0,0,unknown,no,0
96741,20,student,single,secondary,no,67,yes,no,unknown,19,may,387,1,0,0,unknown,no,0
70601,54,admin,divorced,secondary,no,912,yes,no,unknown,19,may,258,1,0,0,unknown,no,0
82538,30,blue-collar,single,secondary,no,0,yes,no,unknown,19,may,199,1,0,0,unknown,no,0
29678,33,blue-collar,married,secondary,no,86,yes,no,unknown,19,may,364,1,0,0,unknown,no,0
27407,22,blue-collar,single,secondary,no,0,yes,no,unknown,19,may,123,1,0,0,unknown,no,0
72082,44,blue-collar,married,secondary,no,87,yes,no,unknown,19,may,193,3,0,0,unknown,no,0
56941,44,retired,married,secondary,no,181,yes,no,unknown,19,may,131,6,0,0,unknown,no,0
81469,49,management,single,tertiary,no,354,yes,no,unknown,19,may,166,3,0,0,unknown,no,0
22050,28,entrepreneur,single,secondary,no,1306,yes,no,unknown,19,may,396,3,0,0,unknown,no,0
52792,51,technician,married,secondary,no,425,yes,no,unknown,19,may,124,3,0,0,unknown,no,0
92286,49,management,married,tertiary,no,68,yes,yes,unknown,19,may,163,3,0,0,unknown,no,0
22199,55,technician,married,secondary,no,978,yes,no,unknown,19,may,259,1,0,0,unknown,no,0
17176,41,technician,single,secondary,no,0,yes,yes,unknown,19,may,162,1,0,0,unknown,no,0
18415,51,management,single,tertiary,no,824,no,no,unknown,19,may,102,2,0,0,unknown,no,0
80236,41,blue-collar,married,primary,no,262,yes,no,unknown,19,may,89,1,0,0,unknown,no,0
39181,43,technician,single,tertiary,no,1017,yes,no,unknown,19,may,257,2,0,0,unknown,no,0
50397,48,blue-collar,married,primary,no,456,yes,yes,unknown,19,may,289,1,0,0,unknown,no,0
37519,29,technician,single,secondary,no,103,no,no,unknown,19,may,314,1,0,0,unknown,no,0
74297,51,admin,divorced,secondary,no,467,yes,no,unknown,19,may,83,1,0,0,unknown,no,0
25370,48,blue-collar,married,secondary,no,841,yes,no,unknown,19,may,215,1,0,0,unknown,no,0
15216,34,services,married,secondary,no,0,yes,no,unknown,19,may,115,4,0,0,unknown,no,0
61473,31,self-employed,married,secondary,no,157,yes,no,unknown,19,may,285,1,0,0,unknown,no,0
11734,41,technician,married,secondary,no,459,yes,no,unknown,19,may,102,1,0,0,unknown,no,0
59227,31,blue-collar,single,secondary,no,75,yes,no,unknown,19,may,346,1,0,0,unknown,no,0
33909,41,self-employed,married,secondary,no,713,yes,no,unknown,19,may,78,1,0,0,unknown,no,0
38735,43,blue-collar,married,secondary,no,1071,yes,no,unknown,19,may,411,1,0,0,unknown,no,0
51886,54,blue-collar,married,secondary,no,887,yes,no,unknown,19,may,133,1,0,0,unknown,no,0
58304,47,services,married,secondary,no,-288,no,no,unknown,19,may,193,6,0,0,unknown,no,0
12134,40,management,married,tertiary,no,3,yes,yes,unknown,19,may,151,1,0,0,unknown,no,0
91079,23,management,single,secondary,no,85,yes,no,unknown,19,may,109,2,0,0,unknown,no,0
83250,44,management,divorced,tertiary,no,409,yes,no,unknown,19,may,333,1,0,0,unknown,no,0
47868,31,admin,single,secondary,no,396,yes,no,unknown,19,may,104,1,0,0,unknown,no,0
43007,32,blue-collar,married,secondary,no,101,yes,no,unknown,19,may,191,4,0,0,unknown,no,0
37379,23,blue-collar,single,secondary,no,525,yes,no,unknown,19,may,180,1,0,0,unknown,no,0
35734,52,blue-collar,married,secondary,no,157,yes,yes,unknown,19,may,107,2,0,0,unknown,no,0
61785,22,blue-collar,married,secondary,no,36,yes,no,unknown,19,may,120,3,0,0,unknown,no,0
22701,60,blue-collar,married,secondary,no,171,yes,no,unknown,19,may,219,2,0,0,unknown,no,0
81093,60,technician,married,secondary,no,148,yes,no,unknown,19,may,148,1,0,0,unknown,no,0
72407,35,technician,married,secondary,no,208,yes,no,unknown,19,may,214,1,0,0,unknown,no,0
49479,45,blue-collar,married,secondary,no,42,yes,no,unknown,19,may,125,5,0,0,unknown,no,0
42505,29,management,single,tertiary,no,-233,yes,no,unknown,19,may,329,1,0,0,unknown,no,0
61718,27,admin,divorced,secondary,no,112,yes,no,unknown,19,may,104,1,0,0,unknown,no,0
92404,24,blue-collar,single,secondary,no,76,yes,no,unknown,19,may,345,1,0,0,unknown,no,0
87722,28,blue-collar,single,secondary,no,362,yes,no,unknown,19,may,263,1,0,0,unknown,no,0
82459,42,management,divorced,tertiary,no,1116,yes,no,unknown,19,may,88,6,0,0,unknown,no,0
31616,31,blue-collar,single,secondary,no,19,yes,no,unknown,19,may,178,5,0,0,unknown,no,0
92286,40,blue-collar,divorced,secondary,no,125,yes,no,unknown,19,may,349,2,0,0,unknown,no,0
22544,31,blue-collar,single,tertiary,no,462,yes,yes,unknown,19,may,147,1,0,0,unknown,no,0
77031,27,technician,single,secondary,no,16,no,no,unknown,19,may,193,1,0,0,unknown,no,0
60812,41,blue-collar,married,secondary,no,665,yes,no,unknown,19,may,142,3,0,0,unknown,no,0
65391,28,management,single,secondary,no,471,yes,yes,unknown,19,may,123,2,0,0,unknown,no,0
76402,27,blue-collar,married,secondary,no,613,yes,no,unknown,19,may,65,3,0,0,unknown,no,0
30866,34,admin,married,secondary,no,645,yes,no,unknown,19,may,420,1,0,0,unknown,no,0
90087,44,blue-collar,married,secondary,no,1087,yes,no,unknown,19,may,100,2,0,0,unknown,no,0
67111,27,technician,single,primary,no,1022,yes,no,unknown,19,may,445,2,0,0,unknown,no,0
64440,32,blue-collar,single,secondary,no,1211,yes,no,unknown,19,may,206,4,0,0,unknown,no,0
73404,51,management,married,tertiary,no,642,no,no,unknown,19,may,183,2,0,0,unknown,no,0
98324,23,student,single,secondary,no,405,yes,no,unknown,19,may,134,3,0,0,unknown,no,0
40789,34,blue-collar,single,secondary,no,1484,yes,no,unknown,19,may,194,5,0,0,unknown,no,0
44907,28,entrepreneur,married,secondary,no,422,yes,no,unknown,19,may,394,2,0,0,unknown,no,0
27564,57,retired,married,secondary,no,919,yes,yes,unknown,19,may,408,2,0,0,unknown,no,0
54996,31,management,single,tertiary,no,444,yes,no,unknown,19,may,114,2,0,0,unknown,no,0
17800,35,management,married,tertiary,no,1253,yes,no,unknown,19,may,210,2,0,0,unknown,no,0
29028,49,entrepreneur,married,tertiary,no,320,yes,yes,unknown,19,may,243,6,0,0,unknown,no,0
56490,32,blue-collar,married,primary,no,424,yes,no,unknown,19,may,313,2,0,0,unknown,no,0
76762,55,blue-collar,married,secondary,no,212,yes,no,unknown,19,may,324,2,0,0,unknown,no,0
12089,27,blue-collar,single,secondary,no,5,yes,no,unknown,19,may,205,3,0,0,unknown,no,0
61363,49,management,single,tertiary,no,580,no,no,unknown,19,may,310,2,0,0,unknown,no,0
23569,36,technician,divorced,secondary,no,141,yes,no,unknown,19,may,165,5,0,0,unknown,no,0
15910,44,technician,married,primary,no,177,yes,no,unknown,19,may,197,4,0,0,unknown,no,0
40499,45,management,married,tertiary,no,199,no,no,unknown,19,may,95,5,0,0,unknown,no,0
30255,30,blue-collar,married,secondary,no,0,no,no,unknown,19,may,159,3,0,0,unknown,no,0
42075,45,blue-collar,married,secondary,no,771,yes,no,unknown,19,may,221,2,0,0,unknown,no,0
48758,46,technician,divorced,secondary,no,103,no,no,unknown,19,may,158,5,0,0,unknown,no,0
93270,54,blue-collar,married,secondary,no,233,yes,no,unknown,19,may,220,3,0,0,unknown,no,0
34648,60,retired,married,secondary,no,819,yes,no,unknown,19,may,110,2,0,0,unknown,no,0
66973,49,technician,married,tertiary,no,279,yes,no,unknown,19,may,168,4,0,0,unknown,no,0
98436,45,blue-collar,married,secondary,no,1263,yes,no,unknown,19,may,283,3,0,0,unknown,no,0
46544,23,technician,single,secondary,no,710,yes,no,unknown,19,may,374,6,0,0,unknown,no,0
89809,48,services,divorced,secondary,no,858,yes,no,unknown,19,may,353,4,0,0,unknown,no,0
46300,38,admin,married,secondary,no,1344,yes,yes,unknown,19,may,147,2,0,0,unknown,no,0
22540,27,blue-collar,single,secondary,yes,-3,yes,no,unknown,19,may,265,5,0,0,unknown,no,0
32138,25,blue-collar,married,secondary,no,316,yes,yes,unknown,19,may,360,2,0,0,unknown,no,0
73375,35,admin,married,secondary,no,846,yes,yes,unknown,19,may,175,2,0,0,unknown,no,0
82906,40,blue-collar,married,primary,no,-22,yes,no,unknown,19,may,84,3,0,0,unknown,no,0
67410,52,services,married,secondary,no,337,yes,no,unknown,19,may,85,3,0,0,unknown,no,0
24097,50,technician,married,secondary,no,413,yes,no,unknown,19,may,243,2,0,0,unknown,no,0
14192,52,blue-collar,married,primary,no,522,yes,no,unknown,19,may,298,2,0,0,unknown,no,0
39727,23,services,married,primary,no,523,yes,yes,unknown,19,may,249,2,0,0,unknown,no,0
47715,44,blue-collar,married,secondary,no,261,yes,no,unknown,19,may,87,5,0,0,unknown,no,0
67489,46,retired,married,primary,no,0,no,no,unknown,19,may,179,2,0,0,unknown,no,0
11345,34,self-employed,married,secondary,no,-56,yes,no,unknown,19,may,248,3,0,0,unknown,no,0
21854,44,services,married,primary,no,1161,yes,no,unknown,19,may,110,5,0,0,unknown,no,0
44106,31,management,single,secondary,no,0,yes,no,unknown,20,may,150,1,0,0,unknown,no,0
82551,48,technician,single,secondary,no,479,no,no,unknown,20,may,148,5,0,0,unknown,no,0
73858,33,admin,married,secondary,no,730,yes,no,unknown,20,may,70,1,0,0,unknown,no,0
88553,33,admin,single,secondary,no,434,yes,no,unknown,20,may,351,1,0,0,unknown,no,0
86073,37,management,married,tertiary,no,897,no,no,unknown,20,may,182,1,0,0,unknown,no,0
79353,55,technician,divorced,secondary,no,0,yes,no,unknown,20,may,365,4,0,0,unknown,no,0
37582,32,services,single,secondary,no,228,yes,no,unknown,20,may,257,1,0,0,unknown,no,0
61253,33,management,single,tertiary,no,201,yes,no,unknown,20,may,280,1,0,0,unknown,no,0
96320,30,blue-collar,married,secondary,no,9,yes,no,unknown,20,may,184,1,0,0,unknown,no,0
93351,57,management,married,tertiary,no,0,yes,yes,unknown,20,may,107,2,0,0,unknown,no,0
93718,38,blue-collar,married,secondary,no,171,yes,yes,unknown,20,may,172,1,0,0,unknown,no,0
97761,37,management,divorced,tertiary,no,42,yes,yes,unknown,20,may,125,4,0,0,unknown,no,0
30238,36,management,married,tertiary,no,806,yes,no,unknown,20,may,280,1,0,0,unknown,no,0
94436,39,blue-collar,married,secondary,no,298,yes,no,unknown,20,may,216,1,0,0,unknown,no,0
25428,35,entrepreneur,married,secondary,no,24,yes,no,unknown,20,may,81,1,0,0,unknown,no,0
25486,47,blue-collar,married,secondary,no,290,yes,no,unknown,20,may,409,2,0,0,unknown,no,0
77748,37,management,married,tertiary,no,425,yes,no,unknown,20,may,226,1,0,0,unknown,no,0
42207,39,unemployed,married,secondary,no,0,yes,no,unknown,20,may,191,1,0,0,unknown,no,0
82534,31,blue-collar,married,secondary,no,-88,yes,no,unknown,20,may,202,6,0,0,unknown,no,0
38289,35,blue-collar,married,secondary,no,274,yes,yes,unknown,20,may,205,1,0,0,unknown,no,0
46084,38,management,married,tertiary,no,0,yes,no,unknown,20,may,206,1,0,0,unknown,no,0
69480,34,services,married,secondary,no,0,yes,no,unknown,20,may,79,1,0,0,unknown,no,0
53457,30,management,single,tertiary,no,162,yes,no,unknown,20,may,186,4,0,0,unknown,no,0
88602,40,technician,married,secondary,no,1259,no,no,unknown,20,may,234,5,0,0,unknown,no,0
26153,35,blue-collar,married,secondary,no,499,yes,no,unknown,20,may,328,1,0,0,unknown,no,0
92730,33,admin,single,tertiary,no,622,yes,no,unknown,20,may,243,1,0,0,unknown,no,0
14007,31,student,single,secondary,no,368,yes,no,unknown,20,may,81,1,0,0,unknown,no,0
82542,51,housemaid,married,primary,no,492,yes,no,unknown,20,may,142,3,0,0,unknown,no,0
11159,36,unemployed,married,secondary,no,733,yes,no,unknown,20,may,335,1,0,0,unknown,no,0
36345,29,technician,married,tertiary,no,43,yes,no,unknown,20,may,68,2,0,0,unknown,no,0
69988,53,services,married,primary,no,574,yes,no,unknown,20,may,121,2,0,0,unknown,no,0
63983,36,admin,married,secondary,no,465,yes,no,unknown,20,may,160,1,0,0,unknown,no,0
91225,38,blue-collar,married,secondary,no,0,yes,no,unknown,20,may,90,1,0,0,unknown,no,0
73465,32,blue-collar,married,primary,no,0,yes,no,unknown,20,may,142,1,0,0,unknown,no,0
19345,32,unemployed,married,secondary,no,93,yes,no,unknown,20,may,203,2,0,0,unknown,no,0
69046,31,blue-collar,married,secondary,no,2,yes,no,unknown,20,may,182,2,0,0,unknown,yes,0
69462,30,services,single,secondary,no,695,yes,no,unknown,20,may,203,1,0,0,unknown,no,0
86246,34,services,married,primary,no,1042,yes,no,unknown,20,may,167,1,0,0,unknown,no,0
57684,36,technician,married,secondary,no,412,yes,yes,unknown,20,may,127,1,0,0,unknown,no,0
14519,32,management,single,tertiary,no,863,yes,no,unknown,20,may,264,1,0,0,unknown,no,0
76279,35,management,married,tertiary,no,440,yes,no,unknown,20,may,110,1,0,0,unknown,no,0
62739,60,retired,single,secondary,no,-14,yes,no,unknown,20,may,121,3,0,0,unknown,no,0
18713,34,technician,single,tertiary,no,759,no,no,unknown,20,may,265,1,0,0,unknown,no,0
72391,33,technician,married,secondary,no,603,yes,no,unknown,20,may,345,1,0,0,unknown,no,0
54198,59,admin,divorced,secondary,no,-41,yes,yes,unknown,20,may,171,1,0,0,unknown,no,0
94367,36,technician,married,secondary,no,84,yes,no,unknown,20,may,67,1,0,0,unknown,no,0
47558,38,blue-collar,married,secondary,no,732,yes,yes,unknown,20,may,269,1,0,0,unknown,no,0
46247,32,blue-collar,married,secondary,no,328,yes,no,unknown,20,may,132,1,0,0,unknown,no,0
82913,38,technician,single,secondary,no,614,yes,no,unknown,20,may,116,1,0,0,unknown,no,0
47706,27,technician,single,tertiary,no,-291,yes,no,unknown,20,may,66,2,0,0,unknown,no,0
61078,31,admin,single,secondary,no,160,yes,yes,unknown,20,may,233,2,0,0,unknown,no,0
43307,58,housemaid,married,primary,no,11,yes,no,unknown,20,may,90,1,0,0,unknown,no,0
32376,31,admin,single,secondary,no,121,yes,no,unknown,20,may,187,1,0,0,unknown,no,0
97721,37,technician,married,secondary,no,439,yes,no,unknown,20,may,215,2,0,0,unknown,no,0
49517,37,admin,married,secondary,no,1283,yes,no,unknown,20,may,209,1,0,0,unknown,no,0
93596,33,admin,married,secondary,no,2,yes,no,unknown,20,may,201,1,0,0,unknown,no,0
27330,35,blue-collar,single,primary,no,47,no,no,unknown,20,may,317,1,0,0,unknown,no,0
54814,39,services,married,secondary,no,453,yes,yes,unknown,20,may,184,1,0,0,unknown,no,0
50485,37,management,single,tertiary,no,427,yes,no,unknown,20,may,121,1,0,0,unknown,no,0
19644,40,blue-collar,married,secondary,no,877,yes,no,unknown,20,may,207,6,0,0,unknown,no,0
44087,37,blue-collar,married,primary,no,398,yes,yes,unknown,20,may,309,1,0,0,unknown,no,0
73543,36,technician,single,secondary,no,380,yes,no,unknown,20,may,134,1,0,0,unknown,no,0
22766,35,entrepreneur,married,secondary,no,1163,yes,no,unknown,20,may,284,1,0,0,unknown,no,0
90142,35,technician,divorced,secondary,yes,-52,yes,no,unknown,20,may,265,1,0,0,unknown,no,0
67026,37,management,single,secondary,no,715,yes,no,unknown,20,may,247,2,0,0,unknown,no,0
87087,37,blue-collar,married,secondary,no,362,yes,no,unknown,20,may,277,2,0,0,unknown,no,0
68745,33,blue-collar,married,primary,no,163,yes,no,unknown,20,may,135,1,0,0,unknown,no,0
18281,38,services,married,secondary,no,434,yes,no,unknown,20,may,411,1,0,0,unknown,no,0
64660,38,blue-collar,married,secondary,no,-152,no,no,unknown,20,may,100,1,0,0,unknown,no,0
52339,31,technician,single,secondary,no,1,yes,no,unknown,20,may,71,3,0,0,unknown,no,0
41045,31,technician,married,secondary,no,4,no,no,unknown,20,may,199,4,0,0,unknown,no,0
88927,39,blue-collar,married,secondary,no,327,yes,no,unknown,20,may,244,1,0,0,unknown,no,0
33036,35,admin,married,secondary,no,-130,yes,no,unknown,20,may,224,1,0,0,unknown,no,0
47314,39,blue-collar,married,primary,no,780,yes,no,unknown,20,may,311,1,0,0,unknown,no,0
99774,34,services,single,tertiary,no,371,no,no,unknown,20,may,77,1,0,0,unknown,no,0
46723,34,blue-collar,married,primary,no,161,yes,yes,unknown,20,may,177,1,0,0,unknown,no,0
20561,36,blue-collar,divorced,secondary,no,221,yes,no,unknown,20,may,189,1,0,0,unknown,no,0
88137,32,blue-collar,single,secondary,no,706,yes,no,unknown,20,may,152,1,0,0,unknown,no,0
21711,33,services,married,secondary,no,7,yes,no,unknown,20,may,217,1,0,0,unknown,no,0
20261,32,blue-collar,married,secondary,no,489,yes,no,unknown,20,may,212,1,0,0,unknown,no,0
41045,42,blue-collar,married,primary,no,1059,yes,no,unknown,20,may,163,2,0,0,unknown,no,0
94979,35,self-employed,single,secondary,no,271,yes,no,unknown,20,may,68,1,0,0,unknown,no,0
47864,33,blue-collar,married,secondary,no,-53,yes,no,unknown,20,may,172,1,0,0,unknown,no,0
76619,26,student,single,secondary,no,268,yes,no,unknown,20,may,77,2,0,0,unknown,no,0
42130,33,services,married,secondary,no,403,yes,no,unknown,20,may,274,2,0,0,unknown,no,0
80916,40,admin,married,tertiary,no,0,yes,no,unknown,20,may,88,2,0,0,unknown,no,0
96911,36,technician,divorced,secondary,no,566,yes,no,unknown,20,may,129,2,0,0,unknown,no,0
29489,36,blue-collar,married,secondary,no,722,yes,no,unknown,20,may,268,2,0,0,unknown,no,0
16014,60,management,married,tertiary,no,328,yes,no,unknown,20,may,72,5,0,0,unknown,no,0
14259,34,admin,single,secondary,no,126,yes,no,unknown,20,may,61,2,0,0,unknown,no,0
43197,32,blue-collar,married,primary,no,206,yes,no,unknown,20,may,205,2,0,0,unknown,no,0
44775,33,management,single,tertiary,no,136,yes,yes,unknown,20,may,347,6,0,0,unknown,no,0
38939,59,blue-collar,married,primary,no,14,yes,yes,unknown,20,may,355,1,0,0,unknown,no,0
62225,34,admin,single,tertiary,no,458,yes,no,unknown,20,may,211,1,0,0,unknown,no,0
90704,33,services,married,secondary,no,89,yes,no,unknown,20,may,341,1,0,0,unknown,no,0
39285,34,management,single,tertiary,no,673,yes,yes,unknown,20,may,120,1,0,0,unknown,no,0
84547,48,management,divorced,primary,no,432,yes,no,unknown,20,may,152,2,0,0,unknown,no,0
58253,33,technician,married,secondary,no,105,yes,yes,unknown,20,may,360,1,0,0,unknown,no,0
20091,34,blue-collar,single,primary,no,709,yes,no,unknown,20,may,106,1,0,0,unknown,no,0
17913,34,services,married,secondary,no,-93,yes,yes,unknown,20,may,194,1,0,0,unknown,no,0
38319,38,services,married,secondary,yes,-242,yes,yes,unknown,20,may,236,2,0,0,unknown,no,0
31886,33,services,married,secondary,no,210,yes,yes,unknown,20,may,201,1,0,0,unknown,no,0
39499,34,management,married,tertiary,no,0,yes,no,unknown,20,may,150,1,0,0,unknown,no,0
65647,38,unemployed,married,secondary,no,205,yes,no,unknown,20,may,359,2,0,0,unknown,no,0
56262,39,housemaid,married,tertiary,no,75,yes,no,unknown,20,may,332,2,0,0,unknown,no,0
76818,38,blue-collar,married,primary,no,178,yes,no,unknown,20,may,245,1,0,0,unknown,no,0
48642,38,self-employed,married,secondary,no,290,yes,no,unknown,20,may,369,1,0,0,unknown,no,0
42646,32,admin,divorced,secondary,no,138,yes,yes,unknown,20,may,158,1,0,0,unknown,no,0
97360,46,entrepreneur,married,secondary,no,583,yes,no,unknown,20,may,137,2,0,0,unknown,no,0
65506,34,blue-collar,married,primary,no,500,yes,no,unknown,20,may,324,1,0,0,unknown,no,0
37852,32,blue-collar,married,secondary,no,113,yes,yes,unknown,20,may,235,2,0,0,unknown,no,0
37275,34,services,divorced,secondary,no,0,yes,yes,unknown,20,may,203,1,0,0,unknown,no,0
31470,37,blue-collar,married,primary,no,660,yes,yes,unknown,20,may,170,2,0,0,unknown,no,0
64354,31,services,married,tertiary,no,585,yes,yes,unknown,20,may,272,2,0,0,unknown,no,0
49007,47,entrepreneur,married,secondary,no,136,yes,no,unknown,20,may,132,1,0,0,unknown,no,0
43932,36,management,single,secondary,no,360,yes,no,unknown,20,may,271,1,0,0,unknown,no,0
59129,31,unemployed,married,secondary,no,296,yes,no,unknown,20,may,378,3,0,0,unknown,no,0
70896,33,blue-collar,married,secondary,no,0,yes,yes,unknown,20,may,114,1,0,0,unknown,no,0
99349,33,blue-collar,married,secondary,no,10,yes,yes,unknown,20,may,107,1,0,0,unknown,no,0
12620,39,blue-collar,married,primary,no,451,yes,no,unknown,20,may,383,1,0,0,unknown,no,0
60603,37,blue-collar,divorced,secondary,no,614,yes,no,unknown,20,may,185,1,0,0,unknown,no,0
90850,34,technician,single,secondary,no,692,yes,no,unknown,20,may,254,1,0,0,unknown,no,0
40803,33,admin,married,secondary,no,1467,yes,no,unknown,20,may,85,2,0,0,unknown,no,0
15483,30,management,married,tertiary,no,859,yes,no,unknown,20,may,249,3,0,0,unknown,no,0
59944,31,student,single,tertiary,no,410,yes,no,unknown,20,may,112,2,0,0,unknown,no,0
47022,36,entrepreneur,married,secondary,no,134,no,no,unknown,20,may,98,1,0,0,unknown,no,0
75617,34,management,married,tertiary,no,967,yes,no,unknown,20,may,415,2,0,0,unknown,no,0
62682,34,blue-collar,married,secondary,no,1298,yes,no,unknown,20,may,120,1,0,0,unknown,no,0
57463,31,blue-collar,married,secondary,no,213,yes,no,unknown,20,may,74,2,0,0,unknown,no,0
23356,33,management,single,secondary,no,0,no,no,unknown,20,may,190,2,0,0,unknown,no,0
77129,32,admin,married,primary,no,1351,yes,no,unknown,20,may,325,3,0,0,unknown,no,0
17738,39,services,married,secondary,no,1438,yes,no,unknown,20,may,212,2,0,0,unknown,no,0
23364,33,services,single,secondary,no,0,yes,no,unknown,20,may,134,3,0,0,unknown,no,0
23477,34,technician,single,secondary,no,1183,yes,no,unknown,20,may,438,2,0,0,unknown,no,0
51656,59,blue-collar,married,secondary,no,0,yes,no,unknown,20,may,217,4,0,0,unknown,no,0
23849,39,blue-collar,married,primary,no,622,yes,no,unknown,20,may,169,1,0,0,unknown,no,0
99284,34,services,married,secondary,yes,421,yes,no,unknown,20,may,247,3,0,0,unknown,no,0
57127,36,services,single,secondary,no,774,yes,no,unknown,20,may,140,1,0,0,unknown,no,0
21608,35,blue-collar,married,secondary,no,67,no,no,unknown,20,may,60,6,0,0,unknown,no,0
58253,46,management,married,tertiary,no,477,yes,no,unknown,20,may,128,6,0,0,unknown,no,0
36921,58,blue-collar,married,primary,no,99,yes,no,unknown,20,may,215,3,0,0,unknown,no,0
24237,32,technician,married,secondary,no,908,yes,no,unknown,20,may,64,1,0,0,unknown,no,0
56239,36,technician,single,tertiary,no,162,yes,no,unknown,20,may,216,2,0,0,unknown,no,0
37363,40,management,married,tertiary,no,917,yes,no,unknown,20,may,292,1,0,0,unknown,no,0
87224,55,self-employed,married,secondary,no,-196,yes,no,unknown,20,may,210,2,0,0,unknown,no,0
44845,35,technician,married,secondary,no,1387,yes,no,unknown,20,may,114,1,0,0,unknown,no,0
16669,35,management,single,tertiary,no,1423,yes,no,unknown,20,may,88,1,0,0,unknown,no,0
49231,31,blue-collar,married,secondary,no,0,yes,no,unknown,20,may,134,1,0,0,unknown,no,0
30457,59,entrepreneur,married,tertiary,no,705,yes,no,unknown,20,may,446,2,0,0,unknown,no,0
24094,36,management,single,tertiary,no,1373,yes,no,unknown,20,may,144,2,0,0,unknown,no,0
57661,32,technician,married,secondary,no,196,yes,no,unknown,20,may,196,6,0,0,unknown,no,0
88197,39,blue-collar,married,secondary,no,0,yes,no,unknown,20,may,165,2,0,0,unknown,no,0
98011,38,technician,divorced,secondary,no,273,yes,no,unknown,20,may,314,2,0,0,unknown,no,0
52039,38,services,married,secondary,no,173,yes,no,unknown,20,may,130,2,0,0,unknown,no,0
64499,32,services,married,secondary,no,204,yes,yes,unknown,20,may,307,3,0,0,unknown,no,0
85334,37,blue-collar,married,secondary,no,32,yes,no,unknown,20,may,146,2,0,0,unknown,no,0
65672,44,blue-collar,married,secondary,no,1081,yes,no,unknown,20,may,304,2,0,0,unknown,no,0
79992,27,blue-collar,single,secondary,no,89,yes,no,unknown,20,may,139,5,0,0,unknown,no,0
56883,32,management,single,tertiary,no,1131,yes,no,unknown,20,may,267,2,0,0,unknown,no,0
65272,31,blue-collar,married,primary,no,855,yes,yes,unknown,20,may,172,4,0,0,unknown,no,0
95919,35,management,single,secondary,yes,-202,yes,no,unknown,20,may,268,3,0,0,unknown,no,0
24040,27,admin,single,secondary,no,-215,yes,no,unknown,20,may,89,3,0,0,unknown,no,0
29727,32,services,divorced,tertiary,no,376,yes,no,unknown,20,may,102,2,0,0,unknown,no,0
33884,58,blue-collar,married,primary,no,23,yes,no,unknown,20,may,91,6,0,0,unknown,no,0
60603,36,blue-collar,married,secondary,no,362,yes,no,unknown,20,may,274,2,0,0,unknown,no,0
73219,37,blue-collar,married,secondary,no,426,yes,no,unknown,20,may,300,3,0,0,unknown,no,0
10595,52,services,married,secondary,no,0,yes,no,unknown,20,may,363,5,0,0,unknown,no,0
96327,33,unemployed,divorced,secondary,no,1005,yes,no,unknown,20,may,229,2,0,0,unknown,no,0
48440,39,blue-collar,divorced,secondary,no,226,yes,no,unknown,20,may,221,2,0,0,unknown,no,0
20437,39,management,single,secondary,no,247,yes,no,unknown,20,may,130,2,0,0,unknown,no,0
89283,34,management,single,tertiary,no,1040,yes,no,unknown,20,may,96,2,0,0,unknown,no,0
59878,29,services,married,secondary,no,68,no,no,unknown,20,may,119,3,0,0,unknown,no,0
85980,36,services,married,secondary,no,183,yes,no,unknown,20,may,103,3,0,0,unknown,no,0
32962,35,blue-collar,single,secondary,no,275,yes,no,unknown,20,may,243,2,0,0,unknown,no,0
89943,35,blue-collar,married,secondary,no,514,yes,no,unknown,20,may,247,2,0,0,unknown,no,0
65209,34,admin,married,secondary,no,50,yes,no,unknown,20,may,89,2,0,0,unknown,no,0
99233,30,services,single,secondary,no,432,yes,no,unknown,20,may,340,3,0,0,unknown,no,0
